XID,Product_Name,Product_Number,Product_SKU,Product_Inventory_Link,Product_Inventory_Status,Product_Inventory_Quantity,Description,Summary,Prod_Image,Catalog_Information,Category,Keywords,Product_Color,Material,Size_Group,Size_Values,Shape,Theme,Tradename,Origin,Option_Type,Option_Name,Option_Values,Can_order_only_one,Req_for_order,Option_Additional_Info,Imprint_Method,Linename,Artwork,Imprint_Color,Sold_Unimprinted,Personalization,Imprint_Size,Imprint_Location,Additional_Color,Additional_Location,Product_Sample,Spec_Sample,Production_Time,Rush_Service,Rush_Time,Same_Day_Service,Packaging,Shipping_Items,Shipping_Dimensions,Shipping_Weight,Shipper_Bills_By,Shipping_Info,Ship_Plain_Box,Comp_Cert,Product_Data_Sheet,Safety_Warnings,Additional_Info,Distibutor_Only,Disclaimer,Base_Price_Name,Base_Price_Criteria_1,Base_Price_Criteria_2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Product_Number_Price,Price_Includes,QUR_Flag,Currency,Less_Than_Min,Price_Type,Upcharge_Name,Upcharge_Criteria_1,Upcharge_Criteria_2,Upcharge_Type,Upcharge_Level,Service_Charge,UQ1,UQ2,UQ3,UQ4,UQ5,UQ6,UQ7,UQ8,UQ9,UQ10,UP1,UP2,UP3,UP4,UP5,UP6,UP7,UP8,UP9,UP10,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10,Upcharge_Details,U_QUR_Flag,Confirmed_Thru_Date,Product_Number_Criteria_1,Product_Number_Criteria_2,Product_Number_Other,SKU_Criteria_1,SKU_Criteria_2,SKU_Criteria_3,SKU_Criteria_4,SKU,Inventory_Link,Inventory_Status,Inventory_Quantity,Distributor_View_Only,Operation,Carrier_Information,Item_Weight,Warranty,Battery,Industry_Segment,SEO_FLG,UPC_Code,Additional_Imprint_Information,Item_Assembled,Delivery_Option,Do_Not_Use,Product_Status,Workflow_Status,Last_Updated_Date
551126070,"White Sailor Hat","",,,,,"Our white canvas sailor hats is one size fits most and looks great as a promotional item for all kinds of events!  Perfect for nautical and one size fits most.",,"http://media.asicdn.com/images/jpgb/24160000/24169310.jpg",,"Caps & Hats-Novelty",,"BRIGHT WHITE","Canvas","","","",,,"CHINA",,,,,,,"Silkscreen",,"","","","","","",,,"Y",,"5","","",,"","144:per Case","14:in;13:in;12:in","11:lbs",,"","N","",,,,,,"Base Price",,,"72","144","288",,,,,,,,"2.90","2.80","2.70",,,,,,,,"R","R","R",,,,,,,,,"1 color imprint in 1 location",,"USD",,"List",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550795932,"Hole in One Golf Beret","",,,,,"The golf enthusiast will love to wear this Hole in One beret, Made of heavy felt this green beret puts everyone on the green and it makes a perfect tee prize, golf gift, father's day gift or gag gift. Many use this Hole in One beret with a pin in the middle of his head.as a tribute to the golfer who has made a hole in one. One size fits most. Our green hole in one beret is sold by the piece. Please order in increments of 1 piece",,"http://media.asicdn.com/images/jpgb/23120000/23123949.jpg",,"Caps & Hats-Beret,Caps & Hats-Golf-General,Caps & Hats-Novelty,Caps & Hats-General",,"","","","","",,,"CHINA",,,,,,,"",,"","","","Y","","",,,"Y",,"","","",,"Bulk","","","",,"","N","",,,,,,"Hole in One Golf Beret",,,"12",,,,,,,,,,"9.98",,,,,,,,,,"R",,,,,,,,,,,"Sorry, this item cannot be imprinted",,"USD",,"List",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550641212,"Santa Stuck in the Chimney Hat","",,,,,"Don't worry, we'll get him out in time to deliver all the presents for Christmas. In the meantime he's going to stay stuck for a hilarious way to celebrate the holiday season and get into the Christmas mood. One size fits most.",,"http://media.asicdn.com/images/jpgb/22570000/22573365.jpg",,"Caps & Hats-Novelty,Caps & Hats-Top Hat",,"Multi color","Other Fabric","","","",,,"CHINA",,,,,,,"Silkscreen",,"","","","","","",,,"Y",,"10,15","","",,"","","","",,"","N","",,,,,,"Santa Stuck in the Chimney Hat",,,"72","144",,,,,,,,,"4.78","4.48",,,,,,,,,"R","R",,,,,,,,,,"1 color imprint in 1 location",,"USD",,"List","Silkscreen","IMMD:Silkscreen",,"Imprint Method Charge","Per Order","Required","1",,,,,,,,,,"55.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550796440,"Hatclip w/Soft Enamel Ball Marker","",,,,,"Hat clips with removable soft enamel ball markers are a sure hole in one for your client.  Vibrant PMS color matching,  and quality workmanship makes these hat clips a prized promo for golfers.",,"http://media.asicdn.com/images/jpgb/23410000/23411271.jpg",,"CAP & HAT ACCESSORIES,Clips-Utility-General,Golf Accessories-Ball Markers",,"Gold,Nickel","","","","",,,"CHINA",,,,,,,"Printed",,"Virtual Proof (Digital)","","","","","",,,"Y",,"18,22","","",,"","","","",,"","N","",,,,,,"Hatclip w/Soft Enamel Ball Marker",,,"100","250","500","1000","2500","5000",,,,,"5.31","4.24","3.99","3.73","3.47","3.21",,,,,"R","R","R","R","R","R",,,,,,"Up to 4 Colors, digital proof, PMS Color Match up to 4 colors, Gold or Nickel Hat Clip.",,"USD",,"List","Printed","IMMD:Printed",,"Set-up Charge","Per Order","Required","1",,,,,,,,,,"50.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550252349,"Knit Beanie","",,,,,"100% Acrylic rib knit beanie. Great way to keep everyone warm in the winter. Stretches to fit most adult head sizes.",,"http://media.asicdn.com/images/jpgb/22100000/22103292.jpg",,"Caps & Hats-Beanie,Caps & Hats-Knit",,"Navy Blue,Black,Khaki,White,Gray,Purple,Red,Olive Green,Reflex Blue","Acrylic","","","",,,"CHINA",,,,,,,"Embroidered, Unimprinted",,"","Athletic Gold, Baby Pink, Bark Brown, Black, Bronze, Brown, Bubble Gum Pink, Burgundy, Burgundy Wine, Burly Wood Beige, Butterscotch Gold, Candy Apple Red, Carmine Red, Carolina Blue, Celadon Green, Christmas Green, Chrome, Clover Green, Coffee with Cream Brown, Cool Gray, Country Kitchen Blue, Cranberry Red/Purple, Dark Chocolate Brown, Dark Mauve Brown, Dark Sage Green, Dark Taupe Brown, Dark Teal, Deep Lilac Purple, Dill Pickle Green, Dusty Blue/Gray, Emerald Green, Emerald Ink Green, Granny Smith Apple Green, Hanukkah Blue, Hunter Green, Ivory Beige, Lemon Drop Yellow, Magenta, Margarita Lime, Metallic Gold, Metallic Silver, Navy blue, Orchid Purple/Pink, Peacoat Blue, Pearl Purple, Plum Purple, Process Blue, Pumkpin Orange, Purple, Pussy Willow Brown/Gray, Reflex Blue, Rose Gold Brown, Rough Caribbean Sea Blue, Royal Blue, Saffron Yellow, Shark Gray, Sky Blue, Standard Orange, Standard Red, Standard Yellow, Storm Sky Blue, Sunflower Yellow, Teal, Tusk Beige, Twister Gray, Vegas Gold, Velvet Violet, Wheat Gold, White","Y","Y","5""W x 3""H - Opposite Side, 5""W x 3""H - Side","",,,"Y",,"3,5","","",,"Bulk","144:per Box","25:in;21:in;13:in","31:lbs",,"Wt./100 = 22 lbs. Carriers that service factory daily are UPS and FEDEX Factory does not ship via DHL or TNT. USPS services are available for standard production orders. Factory is unable to ship on USPS third party account #'s. Customers will be billed the USPS rate plus applicable handling charges per box. Factory is unable to ship rush orders via USPS.","N","",,,,,,"Knit Beanie",,,"72","192","432","720","1296",,,,,,"4.89","4.59","4.29","3.99","3.69",,,,,,"R","R","R","R","R",,,,,,,"Embroidery in up to 7000 stitches and 7 thread colors",,"USD",,"List","Embroidered, Unimprinted","IMMD:Embroidered, Unimprinted",,"Set-up Charge","Per Order","Required","1",,,,,,,,,,"0.30",,,,,,,,,,"Z",,,,,,,,,,"per each additional 1,000 stitches (over 7k), per locationYou may order less than the minimum quantity",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
4952136,"White LED Glow Cap Light","",,,,,"Give your clients the heads up with the White LED Glow Cap Light! This fun and functional item uses five high powered white LEDs to turn any type of baseball cap into a bright promotional product. The cap light securely slides on and off your cap's bill. It's great for detail work, hunting, tracking, camping and more. This item has a large imprint area for your logo. Batteries are included, but not installed. Due to choking hazard, it's not for children under three years old. Give a whole new meaning to the word ""headlights""!",,"http://media.asicdn.com/images/jpgb/20770000/20777953.jpg",,"CAP & HAT ACCESSORIES,GLOW PRODUCTS,LED PRODUCTS,Lights-Flashing",,"Black","","Dimension","Length:3 1/4:in","",,,"CHINA",,,,,,,"Pad Print, Unimprinted",,"","","Y","Y","1 1/4"" x 1""","",,,"Y",,"5","Y","2:	",,"Individually polybagged","","","",,"","N","",,,,,,"White LED Glow Cap Light",,,"200","500","1000",,,,,,,,"2.95","2.85","2.75",,,,,,,,"R","R","R",,,,,,,,,"1 color, 1 location pad print",,"USD",,"List","Pad Print, Unimprinted","IMMD:Pad Print, Unimprinted",,"Set-up Charge","Per Order","Required","1",,,,,,,,,,"55.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550796437,"Hatclip w/Offset Printed Ball marker","",,,,,"Hat clips with offset printed ball markers produce outstanding and detailed reproduction of those intricate designs which cannot be produced with the soft enamel method.  Offer this promo product with your clients logo printed in dazzling full color and watch as your business hits a hole in one!",,"http://media.asicdn.com/images/jpgb/23410000/23411269.jpg",,"CAP & HAT ACCESSORIES,Clips-Utility-General,Golf Accessories-Ball Markers",,"","","","","",,,"CHINA",,,,,,,"Full Color Offset Print",,"Art Services","","","","","",,,"Y",,"18,22","","",,"Individual Poly Bag","","","",,"","N","",,,,,,"Hatclip w/Offset Printed Ball marker",,,"100","250","500","1000","2500","5000",,,,,"4.24","2.84","2.24","1.88","1.72","1.58",,,,,"R","R","R","R","R","R",,,,,,"full color digital print, art consultation, individual polybags",,"USD",,"List","Full Color Offset Print","IMMD:Full Color Offset Print",,"Set-up Charge","Per Order","Required","1",,,,,,,,,,"125.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550182354,"Flashlight with Clip","",,,,,"Flashlight with a convenient clip to latch onto headwear, it features high intensity LED lights with adjustable light direction. It also can be clipped on to your book while reading or on the bill of your hat while working outdoors. Oversea production.",,"http://media.asicdn.com/images/jpgb/20750000/20757404.jpg",,"BOOK LIGHTS,CAP & HAT ACCESSORIES,ENVIRONMENTALLY FRIENDLY PRODUCTS,Flashlights-Miniature-2-1/2"" or Less,LED PRODUCTS",,"Blue,White,Red,Purple,Green,Black,Gray,Pink,Brown,Yellow,Silver","ABS","Dimension","Length:2 1/2:in;Width:2:in","",,,"CHINA",,,,,,,"Printed, Unimprinted",,"","Black, Gold, Green, Navy blue, Red, Reflex Blue, Silver, White, Yellow","Y","Y","3/8"" x 3/4""","",,,"Y",,"45","","",,"Individual Poly Bag","","","",,"","N","",,,,,,"Blank, 9 weeks production",,,"2500","5000","10000","20000",,,,,,,"0.79","0.77","0.75","0.73",,,,,,,"R","R","R","R",,,,,,,,"one color / one location imprint",,"USD",,"List","Printed, Unimprinted","IMMD:Printed, Unimprinted",,"Set-up Charge","Other","Required","1",,,,,,,,,,"40.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
550206803,"Flashlight with Clip","",,,,,"Flashlight with a convenient clip to latch onto belt, packet, and headwear, it features high intensity LED lights with adjustable light direction.  On / off button, batteries are included. Oversea production.",,"http://media.asicdn.com/images/jpgb/20820000/20827840.jpg",,"BOOK LIGHTS,CAP & HAT ACCESSORIES,ENVIRONMENTALLY FRIENDLY PRODUCTS,Flashlights-Miniature-2-1/2"" or Less,LED PRODUCTS",,"Blue,White,Red,Purple,Green,Black,Gray,Pink,Brown,Yellow,Silver","ABS","Dimension","Length:4 1/2:in;Width:2:in","",,,"CHINA",,,,,,,"Printed, Unimprinted",,"","Black, Gold, Green, Navy blue, Red, Reflex Blue, Silver, White, Yellow","Y","Y","3/8"" x 1 3/4""","",,,"Y",,"45","","",,"Individual Poly Bag","","","",,"","N","",,,,,,"Blank, 9 weeks production",,,"2500","5000","10000","15000","25000","50000",,,,,"1.45","1.43","1.41","1.39","1.37","1.35",,,,,"R","R","R","R","R","R",,,,,,"blank",,"USD",,"List","Printed, Unimprinted","IMMD:Printed, Unimprinted",,"Set-up Charge","Other","Required","1",,,,,,,,,,"40.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
551034846,"Knit Beanie With Cuff","",,,,,"A perfect accessory for blistery winter mornings, this knit beanie with cuff is sure to make a stylish addition to anyone's wardrobe. Available in several colors, this one-size-fits-all product is made from 100% acrylic and is an ideal giveaway for ski resorts, winter sports associations, sporting goods stores and so much more. Customize with an imprint of your company name and logo to create a lasting brand impression.",,"http://media.asicdn.com/images/jpgb/24200000/24203921.jpg",,"Caps & Hats-Beanie",,"Black,Gray,NAVY BLUE,Royal Blue","","","","",,,"CHINA",,,,,,,"EMBROIDERED, Unimprinted",,"","","Y","","4"" x 2""","",,,"Y",,"3,10","","",,"","72:per Box","19.00:in;15.00:in;12.00:in","15:lbs",,"","N","",,,,,,"Embroidered",,,"48","96","144","288","576","1008",,,,,"10.04","8.73","7.59","6.60","5.74","4.99",,,,,"R","R","R","R","R","R",,,,,,"N/A",,"USD",,"List","EMBROIDERED, Unimprinted","IMMD:EMBROIDERED, Unimprinted",,"Imprint Method Charge","Per Order","Required","1",,,,,,,,,,"100.00",,,,,,,,,,"Z",,,,,,,,,,"",,,,,,,,,,,,,,"N",,,,,,"Promotional","N",,,"Y","None",,,,
